;nr;file;year;page;source;context;cluster;nz;loc
205;3099;1575_Antw_Ulle;1575;58;men;Diesgelyck seyde men  dat heer Adam van Berchem den drossaert hadde;6;Z;c
206;3100;1575_Antw_Ulle;1575;123;den heylighen apostel petrus;comen met het ghene dat den heylighen Apostel Petrus seyt in synen tweeden brieff;9;Z;c
207;2551;1581_Haar_Verw;1581;2;ic;Al hebt  ic hier dan versleten minen zijnne;6;N;c
208;2552;1581_Haar_Verw;1581;2;ic;Dus en schaeme ic mij niet diet te openbaeren;6;N;c
209;2553;1581_Haar_Verw;1581;5;zij;noch wat vertrecken Daer op  zij  geantwoordt hebben Wij hebben nu;6;N;c
210;2554;1581_Haar_Verw;1581;22;desen brief;Den bode van  desen brief worden opgehangen met een veltteijcken wijt ende;2;N;c
211;2556;1581_Haar_Verw;1581;28;dese selve;leven an die galghe gheeijndet Dese selve  heeft oock beleden dat sij;6;N;c
212;2555;1581_Haar_Verw;1581;28;men;ende hielt den wolf als  men  gemeentelick seijt bij den ooren;6;N;c
213;2557;1581_Haar_Verw;1581;30;een dienstmaerte;Een dienstmaerte  zeer stout ende vroom wesende heeft die soldaten ghebeden dat;6;N;c
214;2558;1581_Haar_Verw;1581;39;briven;een gevangen Duijts met seeckere briven  uuijt stadt ghesonden nae den;2;N;c
215;2559;1581_Haar_Verw;1581;41;briven van den prince van orangien;nacht zijnder zeeckerlijcke posten met briven van den Prince van Orangien ingecomen diewelcke terstondt met antwoort;2;N;c
216;2561;1581_Haar_Verw;1581;42;een anderen brief gedateert den 29 januarii;Uut een anderen brief gedateert den 29 Januarii  Het schijnt dat zijt achten een jockspul ghemerct;2;N;c
217;2560;1581_Haar_Verw;1581;42;uut eenen anderen brief;Uut eenen anderen brief ghescreven voor die storm  Die vijanden hebben ons dese;2;N;c
218;2562;1581_Haar_Verw;1581;44;zeeckere brieven  van die prince;tijt hebben die burgemeesters capiteijnen zeeckere brieven  van die Prince  ontfangen waerop zij terstond antwoorden;2;N;c
219;2563;1581_Haar_Verw;1581;53;den prins van orangien wegen;inwonders vrij excijs van alle ding gegeven ende ghepubliceert van den Prins van Orangien wegen;6;N;c
220;2564;1581_Haar_Verw;1581;65;een post;Een post ingecomen die bracht bescheijt hoe die Prins van Orangien benast;2;N;c
221;2565;1581_Haar_Verw;1581;69;een jonge van 15 of 18 jaeren;den avont die van buijten  een jonge van 15 of 18 jaeren  met buscruijt den Zijlpoort ingesonden;6;N;c
222;2567;1581_Haar_Verw;1581;73;achtervolgende expresse scrijvinge van de prince van orangen;noch ware Ende dit all achtervolgende expresse scrijvinge van de Prince van Orangen  Ende ock mede nu;2;N;c
223;2566;1581_Haar_Verw;1581;73;die burgemeesters mitsgaders alle die capiteijnen ende hopluijden;Den honger begint Smiddachs hebben die burgemeesters mitsgaders alle die capiteijnen ende hopluijden met die stats cklocke doen;1;N;c
224;2570;1581_Haar_Verw;1581;73;die gascoen;hem een ghesconcken Doe seijde die Gascoen  ick beloof u weder;6;N;c
225;2568;1581_Haar_Verw;1581;73;die gasconcen;Ist waer seijden die Gasconcen  dat ghij mijn vrient zijt soe;6;N;c
226;2569;1581_Haar_Verw;1581;73;ghij;waer seijden die Gasconcen dat  ghij  mijn vrient zijt soe ghij;6;N;c
227;2571;1581_Haar_Verw;1581;75;men;begon te minderen zoe heeft men gepubliceert alsdat een man hem;6;N;c
228;2572;1581_Haar_Verw;1581;76;die stats trommelen;Snachs hieran ghincgen die stats trommelen alarm ende rijepen her her val an;5;N;c
229;2573;1581_Haar_Verw;1581;77;die soldaten;Die soldaten  haer wacht aldaer hebbende rijepen wederomme ghij moorders buggers;6;N;c
230;2574;1581_Haar_Verw;1581;81;een vliegende poost ingecomen met een brief;duijffcken Op desen dach isser  een vliegende poost ingecomen met een brief  maer ijdele hoope ende;2;N;c
231;2577;1581_Haar_Verw;1581;82;ic;Item noch hebt ic ghesien met min oogen een ander soldaet;6;N;c
232;2575;1581_Haar_Verw;1581;82;ick;Item hebt ick  voors gesien een soldaet dien al het haer;6;N;c
233;2576;1581_Haar_Verw;1581;82;men;haerquebusse sonder gequest te zijn Men seijt hoe meerder boeff hoe;6;N;c
234;2578;1581_Haar_Verw;1581;86;min goede vriendt;min vertrocken uuijt monden van min goede vriendt dat het zeecker is ende;6;N;c
235;2579;1581_Haar_Verw;1581;87;ic;vrinden overgegeven ende tevoeren hebt  ic  ock gescreven hoeveel vrouwen en;6;N;c
236;2580;1581_Haar_Verw;1581;87;supra fol 54;tevoeren hebt ic ock gescreven hoeveel vrouwen en de kinderen supra fol 54;8;N;c
237;2581;1581_Haar_Verw;1581;90;men;weder een vliegende duvel ingeco men  wat stercker als oijt;6;N;c
238;2583;1581_Haar_Verw;1581;94;den 13e duijve;Den 13e duijve  Item ien vliegende posten ingecomen anders niet dan een;2;N;c
239;2582;1581_Haar_Verw;1581;94;een vliegende post;Den 12 duijve Een vliegende post  ingecomen daervan het volck weder wat verquickt;2;N;c
240;2584;1581_Haar_Verw;1581;94;vliegende posten;Den 13e duijve Item ien  vliegende posten ingecomen anders niet dan een;2;N;c
241;2586;1581_Haar_Verw;1581;95;die burgers;handt Ende als zij bij die burgers  quamen om een alemis te;6;N;c
242;2588;1581_Haar_Verw;1581;95;men;ende schoon water toe gedroncken Men seijt een out sprecken honger;6;N;c
243;2587;1581_Haar_Verw;1581;95;zij;watwilt ghij met gelt maecken Zij  seijden wij sullen henniptzaet coopen;6;N;c
244;2585;1581_Haar_Verw;1581;95;prophet jeremias;ic dat woort van den prophet Jeremias hier wel scriven mach aldus;9;N;c
245;2589;1581_Haar_Verw;1581;96;die van der stat;Daerop die van der stat antworden dat zij hem hoechelicken daervoer danckten ende bijsonder;6;N;c
246;2590;1581_Haar_Verw;1581;100;soudaten;wilden doen die hebbent die soudaten  met ghewelt benomen zeggende tis;6;N;c
247;2591;1581_Haar_Verw;1581;101;een brief;een vliegende duvel ingecomen met een brief  in de stadt inhoudende dat;2;N;c
248;2593;1581_Haar_Verw;1581;102;brieven;avonstont isser weder een met brieven uut den bousch gecomen an;2;N;c
249;2592;1581_Haar_Verw;1581;102;een brief;isser weder een duijve met een brief ingecomen inhoudende dat zij haer;2;N;c
250;2594;1581_Haar_Verw;1581;103;briefs;Inhoudt des briefs Welgeboren edele verste manhaftige genadige heeren UG sullen;2;N;c
251;2595;1581_Haar_Verw;1581;104;antwort op den brief;Antwort op den brief  voors den 12 dach naemiddach ontfangen met den boode voors;2;N;c
252;2596;1581_Haar_Verw;1581;107;die schoudt burgemeesters ende raeden der stadt;Des middaechs lieten die schoudt burgemeesters ende raeden der stadt mette stadtsclocke publiceeren ende offleesen dat zoe;6;N;c
253;2598;1581_Haar_Verw;1581;113;een brief;Item isser een brief  geleesen van Gerrit Bosten huijse op die Merckt;2;N;c
254;2597;1581_Haar_Verw;1581;113;die burgemeesters;alle die burgers worden van die burgemeesters met den clockgheslach ontbooden te;1;N;c
255;2599;1581_Haar_Verw;1581;117;perdoen;Uijt desen  perdoen gehouden LVII personen diewelcke zijne Exe wilden gevangen;1;N;c
256;2600;1581_Haar_Verw;1581;117;perdoen;Uijt desen perdoen gehouden LVII personen diewelcke zijne Exe wilden gevangen;1;N;c
257;2601;1581_Haar_Verw;1581;123;ploije;Opte ploije stondt gescreven;4;N;c
258;2602;1581_Haar_Verw;1581;127;copie;Hiernae volcht den copie  van die XXII personen der burgeren;1;N;c
259;2603;1581_Haar_Verw;1581;128;publicatie;Dese publicatie  voors is weder met den clockgheslach afghelesen op den;1;N;c
260;7412;1582_Stee_Steg;1582;8;de tijdinge;gens in den dageraedt de tijdinge van het optrecken des;7;N;p
261;7411;1582_Stee_Steg;1582;8;pag 178;pag 178  over het jaer 1580;8;N;p
262;7413;1582_Stee_Steg;1582;9;dese nabeschrevene privilegie ende exemtien;dese nabeschrevene privilegie ende exemtien  om;1;N;p
263;7584;1584_Brug_Weyd;1584;35;groete gheruchte;lucht hut hanghen men machte groete gheruchte van bynnen de steede ende;5;Z;c
264;7585;1584_Brug_Weyd;1584;40;dyt ghebodt;Dyt ghebodt en vyerdt nyet langhe ongherouden1 men brochte al de zaeken;1;Z;c
265;7586;1584_Brug_Weyd;1584;57;tydynghe;Op desen tydt quammen tydynghe hudt de leegher dat de Ghuezen;7;Z;c
266;7587;1584_Brug_Weyd;1584;75;een ghebot;ende me dede1 een ghebot  ter Allen hudt naer costume van de;1;Z;c
267;7588;1584_Brug_Weyd;1584;85;mynheeren van der wedt;Voert mynheeren van der wedt bevael op den zelven dach den clochludere dat hy;6;Z;c
268;7589;1584_Brug_Weyd;1584;104;gheruchte;dat vyert beledt duer eet gheruchte  ende den pryester dye;5;Z;c
269;7591;1584_Brug_Weyd;1584;107;tydynghe;Noch quammer een tydynghe  dat de Scotten van Meenen vaeren;7;Z;c
270;7590;1584_Brug_Weyd;1584;107;tydynghe;Onder tusschen quam de tydynghe datter Francoyzen te Calys1 ghearyverdt vaeren;7;Z;c
271;7592;1584_Brug_Weyd;1584;109;tydynghe;Onder tusschen zoe quam de  tydynghe dat de Vaelen vederomme voer;7;Z;c
272;7593;1584_Brug_Weyd;1584;124;tydynghe;Onder tusschen zoe quammen een tydynghe dat de Spaenhaerden in Commene;7;Z;c
273;7594;1584_Brug_Weyd;1584;128;tydynghe;Onder tusschen quamen een tydynghe  dat de Vaelen Camercy1 in hadden;7;Z;c
274;7595;1584_Brug_Weyd;1584;128;tydynghe;Onder tusschen quammer een tydynghe dat dat Guesen gherocht vaeren met;7;Z;c
275;7596;1584_Brug_Weyd;1584;156;men;zoe reeser een groete beroerte men ryeper al ‘Slaet doet’ zoe;6;Z;c
276;7597;1584_Brug_Weyd;1584;167;tydynghe;Onder tusschen quam de tydynghe dat dye van Ypere hudt zeyden;7;Z;c
277;7599;1584_Brug_Weyd;1584;189;een contrach;Onder tusschen zey men van een contrach van eenen paeys daer nyet;1;Z;c
278;7598;1584_Brug_Weyd;1584;189;men;Onder tusschen zey men  van een contrach van eenen paeys daer;6;Z;c
279;7600;1584_Brug_Weyd;1584;189;men;Onder tusschen zey men van een contrach van eenen paeys daer;6;Z;c
280;7601;1584_Brug_Weyd;1584;218;gheruchte;vyldent nyet ghedoeghen dyt machte een groete gheruchte  in de steede;5;Z;c
281;1068;1595_Iepe_Hern_04;1595;5;maere;maere ghecommen dat die van ghent;5;Z;c
282;1069;1595_Iepe_Hern_04;1595;6;men;oproerders gheweest hadden ende men  zeyde;6;Z;c
283;1071;1595_Iepe_Hern_04;1595;7;deene;tzynne deene zeyde twas om naer;6;Z;c
284;1070;1595_Iepe_Hern_04;1595;7;elck;drie ende vier oostelrien ende elck  zeyde;6;Z;c
285;1072;1595_Iepe_Hern_04;1595;7;men;wel 1000 sparren de welcke men  zeyde;6;Z;c
286;1073;1595_Iepe_Hern_04;1595;9;men;op dese tyt zoo zeyde men onder den;6;Z;c
287;1074;1595_Iepe_Hern_04;1595;11;conhier van tacxsacien;ende gheoordonneert zecker nieuwe conhier van tacxsacien te wetene zy naempdent;1;Z;c
288;1075;1595_Iepe_Hern_04;1595;13;zeven briefven;4 hueren zoo quamer zeven briefven;2;Z;c
289;1077;1595_Iepe_Hern_04;1595;13;men;men zeyde dat was om tusschen;6;Z;c
290;1076;1595_Iepe_Hern_04;1595;13;men;trocken zeyde men naer antwerpe;6;Z;c
291;1078;1595_Iepe_Hern_04;1595;15;men;zoo zeyde men voor waerachticheijt Dat;6;Z;c
292;1079;1595_Iepe_Hern_04;1595;16;men;men zeyde datter veele cooplieden;6;Z;c
293;1080;1595_Iepe_Hern_04;1595;16;men;solaes te maken voort zoo zeyde men;6;Z;c
294;1082;1595_Iepe_Hern_04;1595;17;bylletten;met bylletten zoo datter wel 92 duere;1;Z;c
295;1081;1595_Iepe_Hern_04;1595;17;een ghebodt;Kerstavent zoo wasser een ghebodt vut;1;Z;c
296;1083;1595_Iepe_Hern_04;1595;20;sommighe ghevanghenen;zeyden sommighe ghevanghenen  die van;6;Z;c
297;1084;1595_Iepe_Hern_04;1595;21;men;men begonste oock spreken van ander garnysoen;6;Z;c
298;1085;1595_Iepe_Hern_04;1595;22;repoorte;tsnuchtens zoo wasser repoorte;1;Z;c
299;1086;1595_Iepe_Hern_04;1595;22;mans persoone;vonden eenen mans persoone  van heml;6;Z;c
300;1087;1595_Iepe_Hern_04;1595;22;men;begraven men zeyde dat in oostende;6;Z;c
301;1089;1595_Iepe_Hern_04;1595;23;men;op sluuten oock sprack men zeere van;6;Z;c
302;1088;1595_Iepe_Hern_04;1595;23;men;te sluuten want men  zeyde dat ver;6;Z;c
303;1090;1595_Iepe_Hern_04;1595;23;men;zoo zeyde men  op den 27 sporkele dat die;6;Z;c
304;1091;1595_Iepe_Hern_04;1595;24;de waerheyt;benauwen waer ofmen de waerheyt wel;6;Z;c
305;1092;1595_Iepe_Hern_04;1595;26;men;by dat men  voor de waerheijt zeyde;6;Z;c
306;1093;1595_Iepe_Hern_04;1595;27;zeker briefven;ghelycke zoo quaemer  zeker briefven;2;Z;c
307;1094;1595_Iepe_Hern_04;1595;27;men;bedreefven hadde ende men zeyde voor de;6;Z;c
308;1095;1595_Iepe_Hern_04;1595;28;oordonnatie;oordonnatie  diemen plach te puplycieren;1;Z;c
309;1096;1595_Iepe_Hern_04;1595;30;men;ende op de 5 marcy zoo zeyde men voor;6;Z;c
310;1097;1595_Iepe_Hern_04;1595;30;men;zoo men zeyde pollackers ende spaeniaerden;6;Z;c
311;1098;1595_Iepe_Hern_04;1595;31;eenen briel;conynck zoo was hemlieden eenen briel;2;Z;c
312;1100;1595_Iepe_Hern_04;1595;32;de maere;in te loopen aldus de maere op den;5;Z;c
313;1099;1595_Iepe_Hern_04;1595;32;men;ende men zeyde voor zekere dat hy;6;Z;c
314;1102;1595_Iepe_Hern_04;1595;32;men;op desen tyt zoo zeyde men voor zekere;6;Z;c
315;1101;1595_Iepe_Hern_04;1595;32;men;souldaten ende men  zeyde datter eenighe w#;6;Z;c
316;1103;1595_Iepe_Hern_04;1595;34;maere;maere vande schoone vyctorie die den;5;Z;c
317;1104;1595_Iepe_Hern_04;1595;36;men;maer meest van houdt want men;6;Z;c
318;1106;1595_Iepe_Hern_04;1595;38;bryefven;Datter nu bryefven waeren ghecommen;2;Z;c
319;1105;1595_Iepe_Hern_04;1595;38;maere;zaterdach zynde zoo wasser zeker maere;5;Z;c
320;1107;1595_Iepe_Hern_04;1595;38;te deus lauda mes;mede ende men zoncker  te deus lauda mes;9;Z;c
321;1108;1595_Iepe_Hern_04;1595;39;men;doot eene persoone ende daer naer zo men;6;Z;c
322;1112;1595_Iepe_Hern_04;1595;40;de maere;met apoyntement ende den persoone  de maere;5;Z;c
323;1111;1595_Iepe_Hern_04;1595;40;maere;brynghende den maere  an de heeren vande;5;Z;c
324;1110;1595_Iepe_Hern_04;1595;40;men;naer ghenouch zeyde men dat die van;6;Z;c
325;1109;1595_Iepe_Hern_04;1595;40;men;Op desen tyt zoo sprack men zeere Jae;6;Z;c
326;1115;1595_Iepe_Hern_04;1595;42;maere;maere  dat zyn alteese hadde Inghenoemen;5;Z;c
327;1113;1595_Iepe_Hern_04;1595;42;maere;maere  die niet goet en waeren vant;5;Z;c
328;1114;1595_Iepe_Hern_04;1595;42;maere;zekere maere van antwerpe datmen al;5;Z;c
329;1116;1595_Iepe_Hern_04;1595;42;men;men  hadde ghezeyt dat het in sconynckx;6;Z;c
330;1117;1595_Iepe_Hern_04;1595;43;maere;zeker maere hoe dat uut antwerpe was;5;Z;c
331;1118;1595_Iepe_Hern_04;1595;43;hy;hy  dat derghelycke noyt zulck een;6;Z;c
332;1119;1595_Iepe_Hern_04;1595;43;men;jae men hadde ghezeyt dat iae ghenouch;6;Z;c
333;1120;1595_Iepe_Hern_04;1595;45;elck;zeerest elck  zeyde dat was om de;6;Z;c
334;1121;1595_Iepe_Hern_04;1595;47;brief;eenen zekeren brief  ghescreven by;2;Z;c
335;1122;1595_Iepe_Hern_04;1595;47;26 artijcken;houdende 26 artijcken die zoo redelyck;1;Z;c
336;1123;1595_Iepe_Hern_04;1595;49;maeren;zoo wast datter zeer veele maeren liepen;5;Z;c
337;1124;1595_Iepe_Hern_04;1595;50;maere;een maere by Jan bousset eene vanden;5;Z;c
338;1125;1595_Iepe_Hern_04;1595;51;placaet;was tsdaechts te vooren een open placaet;1;Z;c
339;1129;1595_Iepe_Hern_04;1595;51;eenighe;eenighe zeyden datter wel waeren bet;6;Z;c
340;1127;1595_Iepe_Hern_04;1595;51;enighe;op trecken zouden enighe zeyde naer;6;Z;c
341;1128;1595_Iepe_Hern_04;1595;51;men;convoey meer doen want men zeyde dat;6;Z;c
342;1132;1595_Iepe_Hern_04;1595;51;men;die generael want men sprack dat;6;Z;c
343;1126;1595_Iepe_Hern_04;1595;51;men;men zeyde dat de leghere al ghemonst###;6;Z;c
344;1130;1595_Iepe_Hern_04;1595;51;men;oock zeyde men dat tot naemen ofte;6;Z;c
345;1131;1595_Iepe_Hern_04;1595;51;men;oock zeyde men voorwaer datter zoude;6;Z;c
346;1133;1595_Iepe_Hern_04;1595;52;men;ter zelver tyt noch gheheel ende men zeyde;6;Z;c
347;1134;1595_Iepe_Hern_04;1595;53;een placaet;noch een placaet  uut gheroupen mit;1;Z;c
348;1135;1595_Iepe_Hern_04;1595;54;tplacaet;dienende voort  tplacaet vande @@f ghe##;1;Z;c
349;1136;1595_Iepe_Hern_04;1595;55;men;onbekent ende men sprack voor;6;Z;c
350;1137;1595_Iepe_Hern_04;1595;57;men;ende heeft zeyde men twee galghen doen;6;Z;c
351;1138;1595_Iepe_Hern_04;1595;58;men;in vanghenesse gheleyt ende men zeyde dat;6;Z;c
352;1140;1595_Iepe_Hern_04;1595;58;men;was men zeyde wel 40000 razieren;6;Z;c
353;1139;1595_Iepe_Hern_04;1595;58;men;zoo sprack men  zeere dat de staten;6;Z;c
354;1141;1595_Iepe_Hern_04;1595;59;men;ende vriesen ende men  sprack zeere van;6;Z;c
355;1142;1595_Iepe_Hern_04;1595;60;placcaet;laeste placcaet  onlanckx ghepuplieert;1;Z;c
356;1143;1595_Iepe_Hern_04;1595;62;placaet;zoo wasser een placaet ghepupliciert;1;Z;c
357;1144;1595_Iepe_Hern_04;1595;62;tplacaet;tplacaet ghepupliciert op de souldaten;1;Z;c
358;1146;1595_Iepe_Hern_04;1595;65;artyckelen;ander artyckelen  dit angaende;1;Z;c
359;1145;1595_Iepe_Hern_04;1595;65;plaecaet;plaecaet  ghepuplieert ter cause van;1;Z;c
360;1148;1595_Iepe_Hern_04;1595;65;elck;was want elck  zeyde hier of zyn;6;Z;c
361;1147;1595_Iepe_Hern_04;1595;65;men;zoo sprack men zeere van tgroote opstel;6;Z;c
362;1149;1595_Iepe_Hern_04;1595;66;men;allen zyden want men  zeyde datmen;6;Z;c
363;1150;1595_Iepe_Hern_04;1595;67;tplaccaet vande graene;mit tplaccaet vande graene ende;1;Z;c
364;1151;1595_Iepe_Hern_04;1595;69;placcaet vanden graene;gheleyt T placcaet vanden graene;1;Z;c
365;1152;1595_Iepe_Hern_04;1595;70;men;allaerme maer men zeyde naer ghenen@;6;Z;c
366;1154;1595_Iepe_Hern_04;1595;71;quaden roup;quaden roup  van groote dierste van coorne;5;Z;c
367;1153;1595_Iepe_Hern_04;1595;71;men;zelven tyt zoo zeyde men  dat grave was;6;Z;c
368;1155;1595_Iepe_Hern_04;1595;72;men;oock zoo sprack men veele van oostende;6;Z;c
369;1156;1595_Iepe_Hern_04;1595;73;maeren;Lieper  maeren onder het ghemeene;5;Z;c
370;1158;1595_Iepe_Hern_04;1595;74;maere;voorsc al waer de zeker maere was;5;Z;c
371;1157;1595_Iepe_Hern_04;1595;74;die van arthoys;want die van arthoys hadden ghescreven;6;Z;c
372;1159;1595_Iepe_Hern_04;1595;75;een oordonnancie;zoo wassere ghemaeckt een oordonnancie;1;Z;c
373;1160;1595_Iepe_Hern_04;1595;75;men;quaet want men  zeyde dat de vyffe die;6;Z;c
374;1162;1595_Iepe_Hern_04;1595;76;eenen brief;yck eenen brief ghescreven van antwerpen;2;Z;c
375;1161;1595_Iepe_Hern_04;1595;76;eenich;want eenich zeyden dat tsouldats wyf;6;Z;c
376;1163;1595_Iepe_Hern_04;1595;77;de nieuwe wet;de nieuwe wet  uutgheroupen ontrent;1;Z;c
377;1164;1595_Iepe_Hern_04;1595;78;maere;zeekere maere  dat de stede van grave;5;Z;c
378;1170;1595_Iepe_Hern_04;1595;79;de maeren;de maeren  ghynghen god doet wel gaen;5;Z;c
379;1169;1595_Iepe_Hern_04;1595;79;maeren;maer van alle dese voorgaende maeren;5;Z;c
380;1166;1595_Iepe_Hern_04;1595;79;ghevanghen gheweist hadden;want die ghevanghen gheweist hadden tot oostende;6;Z;c
381;1167;1595_Iepe_Hern_04;1595;79;men;dander zyde zeyde men dat die van vlyssynghen;6;Z;c
382;1168;1595_Iepe_Hern_04;1595;79;men;mit vyf ofte zes edelen ende noch zeyde men;6;Z;c
383;1165;1595_Iepe_Hern_04;1595;79;men;Op desen tyt zoo sprack men zeer vreempt;6;Z;c
384;1171;1595_Iepe_Hern_04;1595;80;een briefveken;een briefveken  dat hy de zelve diefvery;2;Z;c
385;1172;1595_Iepe_Hern_04;1595;80;de maeren;waeren de maeren die voorwaer omme ghynghe;5;Z;c
386;1173;1595_Iepe_Hern_04;1595;81;men;en slouch niet af oock sprack men  dat;6;Z;c
387;1175;1595_Iepe_Hern_04;1595;83;den roup;half tavoodt zoo dat den roup ghijnc;5;Z;c
388;1174;1595_Iepe_Hern_04;1595;83;men;zoo sprack men  zeere weder omme;6;Z;c
389;1176;1595_Iepe_Hern_04;1595;84;men;Op desen tyt zeyde men dat voor berch op;6;Z;c
390;1177;1595_Iepe_Hern_04;1595;85;placaet;op dese dach zoo wasser een placaet;1;Z;c
391;1178;1595_Iepe_Hern_04;1595;85;men;al ende men zeyde dat den prynce zyn;6;Z;c
392;1179;1595_Iepe_Hern_04;1595;87;maeren;maeren vande schoone vyctorie dre;5;Z;c
393;1180;1595_Iepe_Hern_04;1595;88;den roup;dat beteren zoude zoo den roup was;5;Z;c
394;1182;1595_Iepe_Hern_04;1595;88;men;duer dien dat men zeyde dat de Inghel;6;Z;c
395;1181;1595_Iepe_Hern_04;1595;88;men;men  sprack zeere van grooten aff@#;6;Z;c
